machine_id,query_id,cost,time_ms,shared_hit,shared_read,rows
z1d,q8,90831.9,723.578,165600,92240,2
z1d,q8,90831.9,724.164,165600,92240,2
z1d,q8,90831.9,725.315,165600,92240,2
z1d,q8,90831.9,724.854,165600,92240,2
z1d,q8,90831.9,727.19,165600,92240,2
z1d,q8,90831.9,725.587,165600,92240,2
z1d,q8,90831.9,725.787,165600,92240,2
z1d,q8,90831.9,727.211,165600,92240,2
z1d,q8,90831.9,726.681,165600,92240,2
z1d,q8,90831.9,724.896,165600,92240,2
z1d,q8,90831.9,726.341,165600,92240,2
z1d,q9,85841.45,2555.406,2967273,707713,175
z1d,q9,85841.45,2518.985,2967273,707713,175
z1d,q9,85841.45,2511.595,2967273,707713,175
z1d,q9,85841.45,2509.358,2967273,707713,175
z1d,q9,85841.45,2511.728,2967273,707713,175
z1d,q9,85841.45,2514.101,2967273,707713,175
z1d,q9,85841.45,2518.127,2967273,707713,175
z1d,q9,85841.45,2514.787,2967273,707713,175
z1d,q9,85841.45,2512.423,2967273,707713,175
z1d,q9,85841.45,2514.273,2967273,707713,175
z1d,q9,85841.45,2517.961,2967273,707713,175
z1d,q9,85841.45,2515.821,2967273,707713,175
z1d,q9,85841.45,2511.808,2967273,707713,175
z1d,q9,85841.45,2521.561,2967273,707713,175
z1d,q9,85841.45,2518.383,2967273,707713,175
z1d,q9,85841.45,2509.243,2967273,707713,175
z1d,q9,85841.45,2513.629,2967273,707713,175
z1d,q9,85841.45,2528.616,2967273,707713,175
z1d,q9,85841.45,2514.092,2967273,707713,175
z1d,q9,85841.45,2518.058,2967273,707713,175
